radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,212,1,107,31585,-1,20.731152,42.204861,1000,1,1,1494072668,1494072668,0
GSM,212,1,100,31580,-1,21.163292,42.662464,1000,1,1,1493992161,1493992161,0
GSM,212,1,100,30590,-1,21.164291,42.672401,1000,1,1,1493966330,1493966330,0
GSM,212,1,107,23395,-1,20.731836,42.214687,1000,1,1,1494601798,1494601798,0
GSM,212,1,107,13815,-1,20.734644,42.214958,1000,1,1,1494588348,1494588348,0
LTE,212,1,30100,670722,0,21.176121,42.661343,1000,1,1,1494566397,1494566397,0
LTE,212,1,30100,614400,0,21.161123,42.663651,1000,1,1,1494628656,1494628656,0
UMTS,212,1,15100,78925,0,21.162754,42.664104,1000,1,1,1494679604,1494679604,0
UMTS,212,1,15100,77009,0,21.169479,42.666576,1000,1,1,1494701247,1494701247,0
GSM,212,1,107,14215,-1,20.745213,42.212931,1000,2,1,1494661934,1494661934,0
LTE,212,1,30100,665602,0,21.160099,42.655289,1000,1,1,1494654034,1494654034,0
GSM,212,1,205,34016,-1,20.307627,42.671459,1000,2,1,1494764452,1494773428,0
UMTS,212,1,15100,76647,0,21.16131,42.660469,1000,1,1,1494684233,1494684233,0
LTE,212,1,30100,650241,0,21.167597,42.646343,1000,1,1,1494594914,1494594914,0
GSM,212,1,107,14515,-1,20.740789,42.208923,1000,1,1,1494749282,1494749282,0
GSM,212,1,107,24515,-1,20.737995,42.206936,1000,1,1,1494746665,1494746665,0
LTE,212,1,30100,675840,0,21.162428,42.648182,1000,1,1,1494651638,1494651638,0
UMTS,212,1,15208,145274,0,20.892112,42.628103,1922,10,1,1505286056,1505317070,0
UMTS,212,1,15208,145264,0,20.900292,42.617152,1000,14,1,1505299340,1505329668,0
UMTS,212,1,15208,145253,0,21.069574,42.612911,1000,1,1,1505331373,1505331373,0
UMTS,212,1,15208,145265,0,20.89833,42.620943,1000,3,1,1505317240,1505324579,0
GSM,212,1,208,25909,-1,20.905552,42.594175,3145,3,1,1505331542,1505331579,0
GSM,212,1,208,15609,-1,21.069574,42.612911,1000,1,1,1505331453,1505331453,0
GSM,212,1,208,30516,-1,20.904719,42.614202,4121,19,1,1505302176,1505331736,0
UMTS,212,1,15208,145263,0,20.89669,42.625277,1000,4,1,1505332082,1505332383,0
GSM,212,1,300,20697,-1,20.913683,42.587448,1000,1,1,1505330265,1505330265,0
UMTS,212,1,15208,145255,0,20.907728,42.595885,1057,2,1,1505330082,1505330168,0
GSM,212,1,208,20516,-1,20.910155,42.59607,3088,3,1,1505329876,1505331626,0
UMTS,212,1,15300,274448,0,21.01365,42.60229,8348,4,1,1505330288,1505331001,0
GSM,212,1,208,20296,-1,20.906104,42.605692,3207,3,1,1505331888,1505331888,0
GSM,212,1,208,35609,-1,20.901772,42.604321,1000,1,1,1505330061,1505330061,0
GSM,212,1,208,10296,-1,20.897312,42.624504,1000,1,1,1505331926,1505331926,0
UMTS,212,1,15107,201890,0,20.740914,42.220879,1000,15,1,1505454321,1505490842,0
UMTS,212,1,15107,201849,0,20.736806,42.219149,1000,12,1,1505495402,1505538163,0
UMTS,212,1,15107,201910,0,20.741131,42.219889,1000,5,1,1505454008,1505538918,0
GSM,212,1,107,23615,-1,20.740599,42.220905,1000,1,1,1505461238,1505461238,0
UMTS,212,1,15107,201949,0,20.740442,42.220295,1000,4,1,1505478025,1505485298,0
UMTS,212,1,15107,201969,0,20.743059,42.218166,1000,1,1,1505469802,1505469802,0
GSM,212,1,300,24297,-1,21.1667,42.635373,1000,22,1,1506167225,1506189347,0
GSM,212,1,300,24997,-1,21.163693,42.645509,1352,7,1,1506156942,1506178855,0
GSM,212,1,300,13397,-1,21.167154,42.634884,1000,1,1,1506189495,1506189495,0
UMTS,212,1,15300,275736,0,21.165297,42.636162,1000,1,1,1506189331,1506189331,0
GSM,212,1,300,38797,-1,21.166048,42.635891,1000,1,1,1506162684,1506162684,0
UMTS,212,1,15300,275686,0,21.165297,42.636162,1000,1,1,1506189306,1506189306,0
GSM,212,1,300,23897,-1,21.166048,42.635891,1000,1,1,1506162913,1506162913,0
UMTS,212,1,15204,143496,0,21.218425,42.889287,8078,83,1,1506195385,1506209119,0
UMTS,212,1,15204,143527,0,21.217624,42.890304,2752,42,1,1506201786,1506203118,0
UMTS,212,1,15204,177429,0,21.214987,42.883474,6632,9,1,1506166674,1506202934,0
GSM,212,1,204,17394,-1,21.190355,42.854096,4780,2,1,1506169544,1506193880,0
GSM,212,1,102,34612,-1,21.223835,42.875708,3773,3,1,1506192092,1506192546,0
GSM,212,1,204,17514,-1,21.216569,42.890111,1000,8,1,1506176920,1506192493,0
UMTS,212,1,15204,148494,0,21.216684,42.89427,2312,6,1,1506189077,1506201985,0
GSM,212,1,204,26014,-1,21.216501,42.890118,1000,2,1,1506193853,1506193853,0
GSM,212,1,204,14014,-1,21.217439,42.890938,1208,7,1,1506184868,1506196178,0
GSM,212,1,204,16114,-1,21.201803,42.960911,1000,1,1,1506194222,1506194222,0
UMTS,212,1,15102,82977,0,21.228298,42.867005,2740,2,1,1506191485,1506191567,0
GSM,212,1,102,15712,-1,21.216501,42.890118,1000,1,1,1506192509,1506192509,0
UMTS,212,1,15300,273265,0,21.155493,42.658535,1000,1,1,1512986893,1512986893,0
GSM,212,1,15300,36297,-1,21.155251,42.658466,1000,1,1,1512988516,1512988516,0
UMTS,212,1,15300,273257,0,21.155251,42.658466,1000,1,1,1512988556,1512988556,0
UMTS,212,1,15300,275886,0,21.155251,42.658466,1000,1,1,1512988643,1512988643,0
GSM,212,1,100,22610,-1,21.155251,42.658466,1000,1,1,1512988648,1512988648,0
GSM,212,1,300,20097,-1,21.155251,42.658466,1000,1,1,1512988708,1512988708,0
UMTS,212,1,15300,273297,0,21.155918,42.658112,1000,1,1,1512990096,1512990096,0
UMTS,212,1,15300,275885,0,21.155142,42.658211,1000,1,1,1513020756,1513020756,0
GSM,212,1,204,30494,-1,20.863419,42.90733,1000,1,1,1530160847,1530160847,0
GSM,212,1,204,20494,-1,20.863419,42.90733,1000,1,1,1530160847,1530160847,0
GSM,212,1,204,12414,-1,20.863419,42.90733,1000,1,1,1530160847,1530160847,0
GSM,212,1,204,32484,-1,20.863419,42.90733,1000,1,1,1530160847,1530160847,0
GSM,212,1,204,11494,-1,20.863419,42.90733,1000,1,1,1530160847,1530160847,0
GSM,212,1,204,31494,-1,20.863419,42.90733,1000,1,1,1530160847,1530160847,0
GSM,212,1,204,21114,-1,20.993465,42.804006,1795,2,1,1530162320,1530162639,0
GSM,212,1,204,31184,-1,20.982016,42.817795,1000,1,1,1530162320,1530162320,0
GSM,212,1,204,37814,-1,21.004908,42.790215,1000,1,1,1530162639,1530162639,0
GSM,212,1,204,10714,-1,21.004908,42.790215,1000,1,1,1530162639,1530162639,0
GSM,212,1,204,20814,-1,21.004908,42.790215,1000,1,1,1530162639,1530162639,0
GSM,212,1,204,35814,-1,21.004908,42.790215,1000,1,1,1530162639,1530162639,0
GSM,212,1,204,17814,-1,21.004908,42.790215,1000,1,1,1530162639,1530162639,0
GSM,212,1,204,10784,-1,21.004908,42.790215,1000,1,1,1530162639,1530162639,0
GSM,212,1,204,14114,-1,21.004908,42.790215,1000,1,1,1530162639,1530162639,0
GSM,212,1,300,33097,-1,21.083315,42.619453,1000,5,1,1530164235,1530179028,0
GSM,212,1,300,32087,-1,21.083011,42.619831,1000,6,1,1530164235,1530179164,0
GSM,212,1,300,22197,-1,21.083257,42.619757,1000,7,1,1530164235,1530179164,0
GSM,212,1,300,33087,-1,21.083588,42.619521,1000,3,1,1530164235,1530174371,0
GSM,212,1,300,22597,-1,21.081142,42.61982,1000,1,1,1530164235,1530164235,0
GSM,212,1,300,23087,-1,21.081142,42.61982,1000,1,1,1530164235,1530164235,0
GSM,212,1,300,23587,-1,21.081142,42.61982,1000,1,1,1530164235,1530164235,0
GSM,212,1,300,33297,-1,21.081948,42.619442,1000,3,1,1530164235,1530179028,0
GSM,212,1,303,31097,-1,21.084086,42.619824,1000,5,1,1530164383,1530179164,0
GSM,212,1,303,31087,-1,21.08442,42.619309,1000,4,1,1530164383,1530174371,0
GSM,212,1,300,32097,-1,21.084366,42.619297,1000,3,1,1530164383,1530174371,0
GSM,212,1,300,23097,-1,21.082351,42.619253,1000,2,1,1530164383,1530179028,0
GSM,212,1,303,10997,-1,21.083853,42.619345,1000,4,1,1530165446,1530179028,0
GSM,212,1,300,22097,-1,21.084729,42.61934,1000,3,1,1530165446,1530174371,0
GSM,212,1,300,31487,-1,21.08489,42.619427,1000,1,1,1530174059,1530174059,0
GSM,212,1,300,31497,-1,21.081226,42.619358,1000,1,1,1530179028,1530179028,0
GSM,212,1,300,24387,-1,21.081226,42.619358,1000,1,1,1530179028,1530179028,0
GSM,212,1,208,13509,-1,20.827122,42.548901,1000,1,1,1530180261,1530180261,0
GSM,212,1,208,12209,-1,20.827122,42.548901,1000,1,1,1530180261,1530180261,0
GSM,212,1,208,24189,-1,20.70698,42.454755,14373,16,1,1530180261,1530464416,0
GSM,212,1,208,14109,-1,20.827122,42.548901,1000,1,1,1530180261,1530180261,0
GSM,212,1,208,15109,-1,20.827122,42.548901,1000,1,1,1530180261,1530180261,0
GSM,212,1,106,17615,-1,20.754725,42.490323,8811,4,1,1530180261,1530292493,0
GSM,212,1,208,14189,-1,20.827122,42.548901,1000,1,1,1530180261,1530180261,0
GSM,212,1,208,22209,-1,20.701057,42.450563,6591,25,1,1530180748,1530496567,0
GSM,212,1,208,23409,-1,20.751705,42.496578,1000,1,1,1530180748,1530180748,0
GSM,212,1,106,47615,-1,20.710374,42.456036,5640,11,1,1530180748,1530496517,0
GSM,212,1,208,24109,-1,20.706087,42.454146,6022,11,1,1530180748,1530496567,0
GSM,212,1,208,23609,-1,20.738049,42.478858,2266,2,1,1530180748,1530376178,0
GSM,212,1,208,23509,-1,20.708369,42.455805,5761,8,1,1530180748,1530458689,0
GSM,212,1,208,13309,-1,20.751705,42.496578,1000,1,1,1530180748,1530180748,0
GSM,212,1,208,33299,-1,20.7421,42.481594,1000,2,1,1530180930,1530181049,0
GSM,212,1,208,23299,-1,20.717474,42.461843,3119,6,1,1530180930,1530376178,0
GSM,212,1,208,33209,-1,20.7421,42.481594,1000,2,1,1530180930,1530181049,0
GSM,212,1,208,23209,-1,20.7421,42.481594,1000,2,1,1530180930,1530181049,0
GSM,212,1,208,33309,-1,20.741358,42.48045,1000,1,1,1530181049,1530181049,0
GSM,212,1,107,40615,-1,20.700479,42.448886,1000,69,1,1530181439,1530496567,0
GSM,212,1,208,32909,-1,20.700416,42.448904,2400,89,1,1530181439,1530496567,0
GSM,212,1,208,12909,-1,20.700327,42.448929,2405,42,1,1530181439,1530496316,0
GSM,212,1,208,35709,-1,20.69953,42.448468,1000,22,1,1530181439,1530496316,0
GSM,212,1,208,33109,-1,20.698536,42.448116,1000,26,1,1530181439,1530496178,0
GSM,212,1,208,23309,-1,20.700074,42.448945,2413,37,1,1530181562,1530496567,0
GSM,212,1,208,20809,-1,20.698622,42.448917,1000,1,1,1530181568,1530181568,0
GSM,212,1,208,22909,-1,20.700231,42.448648,1431,48,1,1530181842,1530496316,0
GSM,212,1,208,23109,-1,20.6988,42.44807,1000,6,1,1530182046,1530459902,0
GSM,212,1,208,33509,-1,20.701125,42.450109,2278,8,1,1530182348,1530376613,0
GSM,212,1,107,40685,-1,20.703114,42.449448,1000,3,1,1530236495,1530346546,0
GSM,212,1,107,16315,-1,20.704481,42.449838,1000,19,1,1530237187,1530496316,0
GSM,212,1,107,26315,-1,20.704478,42.449834,1000,20,1,1530237187,1530496316,0
GSM,212,1,107,35315,-1,20.705596,42.450277,1000,10,1,1530237187,1530496316,0
GSM,212,1,208,35109,-1,20.700668,42.448882,1000,20,1,1530237187,1530464416,0
GSM,212,1,208,24809,-1,20.698272,42.448266,1000,2,1,1530239207,1530347233,0
GSM,212,1,106,27615,-1,20.715689,42.454605,1000,1,1,1530243149,1530243149,0
GSM,212,1,107,50615,-1,20.704506,42.449879,1000,1,1,1530250113,1530250113,0
GSM,212,1,208,24089,-1,20.699204,42.44848,1000,5,1,1530259746,1530431165,0
GSM,212,1,107,60215,-1,20.702677,42.449583,1000,7,1,1530264566,1530496178,0
GSM,212,1,205,10609,-1,20.724444,42.461155,1000,2,1,1530292493,1530376178,0
GSM,212,1,208,15816,-1,20.724489,42.461174,1000,1,1,1530292493,1530292493,0
GSM,212,1,208,24009,-1,20.698787,42.448879,1000,2,1,1530293021,1530448273,0
GSM,212,1,208,16016,-1,20.698763,42.448803,1000,1,1,1530352354,1530352354,0
GSM,212,1,208,33609,-1,20.7244,42.461136,1000,1,1,1530376178,1530376178,0
GSM,212,1,208,20409,-1,20.692308,42.448135,1000,1,1,1530448166,1530448166,0
GSM,212,1,107,16385,-1,20.704485,42.449738,1000,1,1,1530496185,1530496185,0
UMTS,212,10,12603,274455,249,7.400317,43.721369,1000,2,1,1526145071,1526145071,0
UMTS,212,1,15205,145175,0,20.507269,42.787502,1000,1,1,1533475054,1533475054,0
LTE,212,10,12603,17426,0,7.425049,43.740711,1000,1,1,1538991716,1538991716,0
LTE,212,10,12603,4059,0,7.425049,43.740711,1000,1,1,1538991744,1538991744,0
LTE,212,10,12603,3961,0,7.425049,43.740711,1000,1,1,1538991764,1538991764,0
LTE,212,10,12603,4060,0,7.423095,43.737179,1000,1,1,1538992827,1538992827,0
LTE,212,10,12603,17951,0,7.423095,43.737179,1000,1,1,1538992867,1538992867,0
LTE,212,10,12603,7886,0,7.427803,43.737835,1000,1,1,1538994026,1538994026,0
LTE,212,10,12603,4010,0,7.427803,43.737835,1000,1,1,1538994181,1538994181,0
LTE,212,10,12603,18078,0,7.42675,43.738132,1000,1,1,1538998203,1538998203,0
LTE,212,10,12603,17423,0,7.426983,43.738525,1000,1,1,1538999122,1538999122,0
LTE,212,10,12603,16065,0,7.426983,43.738525,1000,1,1,1538999149,1538999149,0
LTE,212,10,12603,16066,0,7.426983,43.738525,1000,1,1,1538999205,1538999205,0
LTE,212,10,12603,16021,0,7.427729,43.739182,1000,1,1,1538999466,1538999466,0
LTE,212,10,12603,17424,0,7.42762,43.738976,1000,1,1,1539004356,1539004356,0
LTE,212,10,12603,17425,0,7.42762,43.738976,1000,1,1,1539004362,1539004362,0
UMTS,212,10,12603,278956,0,7.427016,43.738152,1000,1,1,1539005081,1539005081,0
LTE,212,10,12603,18079,0,7.426739,43.738148,1000,1,1,1539012662,1539012662,0
LTE,212,10,12603,17949,0,7.425465,43.737755,1000,1,1,1539016014,1539016014,0
LTE,212,10,12603,18127,0,7.426348,43.738274,1000,1,1,1539017682,1539017682,0
LTE,212,10,12603,17953,0,7.426754,43.73819,1000,1,1,1539019282,1539019282,0
UMTS,212,10,12603,273285,0,7.426216,43.73757,1000,2,1,1539020887,1539035753,0
UMTS,212,10,12603,273265,0,7.42565,43.737015,1000,1,1,1539020955,1539020955,0
UMTS,212,10,12603,273687,0,7.426726,43.738173,1000,2,1,1539021164,1539035695,0
UMTS,212,10,12603,273657,0,7.426669,43.73822,1000,1,1,1539021179,1539021179,0
UMTS,212,10,12603,279178,0,7.426669,43.73822,1000,1,1,1539021195,1539021195,0
LTE,212,10,12603,16022,0,7.427526,43.73912,1000,1,1,1539022763,1539022763,0
LTE,212,10,12603,6110,0,7.426973,43.738518,1000,1,1,1539033514,1539033514,0
UMTS,212,10,12603,273305,0,7.426783,43.738125,1000,1,1,1539035765,1539035765,0
LTE,212,10,12603,3007,0,7.426798,43.738159,1000,1,1,1539036774,1539036774,0
LTE,212,10,12603,3008,0,7.426798,43.738159,1000,1,1,1539036779,1539036779,0
LTE,212,10,12603,14036,0,7.426798,43.738159,1000,1,1,1539036791,1539036791,0
LTE,212,10,12603,4292,0,7.426967,43.738503,1000,1,1,1539037027,1539037027,0
LTE,212,10,12603,3006,0,7.426976,43.73851,1000,1,1,1539074317,1539074317,0
LTE,212,10,12603,7099,0,7.427222,43.738605,1000,1,1,1539085011,1539085011,0
UMTS,212,10,12603,274896,0,7.428988,43.73951,1000,2,1,1547719679,1547941307,0
LTE,212,10,12603,7066,0,7.429062,43.739674,1000,1,1,1547719684,1547719684,0
UMTS,212,10,12603,279796,0,7.428466,43.741114,1000,2,1,1547723418,1548012697,0
UMTS,212,10,12603,278955,0,7.427417,43.738918,1000,1,1,1547723436,1547723436,0
LTE,212,10,12603,52003,0,7.427537,43.738628,1000,1,1,1547730048,1547730048,0
LTE,212,10,12603,2712,0,7.429592,43.739868,1000,1,1,1547774011,1547774011,0
UMTS,212,10,12603,274757,0,7.429688,43.73976,1000,2,1,1547774088,1547774735,0
UMTS,212,10,12603,274767,0,7.429784,43.739651,1000,1,1,1547775050,1547775050,0
LTE,212,10,12603,19689,0,7.427529,43.738693,1000,1,1,1547783781,1547783781,0
LTE,212,10,12603,6109,0,7.427461,43.738663,1000,1,1,1547808990,1547808990,0
UMTS,212,10,12603,279806,0,7.427459,43.738663,1000,1,1,1547814111,1547814111,0
LTE,212,10,12603,19633,0,7.427104,43.739277,1000,1,1,1547815115,1547815115,0
UMTS,212,10,12603,278376,0,7.427458,43.738663,1000,2,1,1547821960,1547862021,0
LTE,212,10,12603,19634,0,7.425082,43.742405,1000,1,1,1547823330,1547823330,0
UMTS,212,10,12603,279786,0,7.425082,43.742405,1000,1,1,1547823512,1547823512,0
UMTS,212,10,12603,279766,0,7.425082,43.742405,1000,1,1,1547823526,1547823526,0
LTE,212,10,12603,7704,0,7.427116,43.739388,1000,1,1,1547824745,1547824745,0
UMTS,212,10,12603,274898,0,7.428915,43.739346,1000,1,1,1547941120,1547941120,0
LTE,212,10,12603,19688,0,7.429693,43.740021,1000,1,1,1548075808,1548075808,0
UMTS,212,10,12603,279366,0,7.429693,43.740021,1000,1,1,1548076044,1548076044,0
LTE,212,10,12603,18601,0,7.429693,43.740021,1000,1,1,1548076095,1548076095,0
LTE,212,10,12603,18099,0,7.429693,43.740021,1000,1,1,1548076127,1548076127,0
LTE,212,10,12603,2743,0,7.429693,43.740021,1000,1,1,1548076159,1548076159,0
UMTS,212,10,12603,279205,0,7.429436,43.741528,1000,2,1,1548076280,1555277919,0
UMTS,212,10,12603,274857,0,7.429693,43.740021,1000,1,1,1548076312,1548076312,0
UMTS,212,1,15102,78835,0,21.467529,42.466885,1000,1,1,1550152059,1550152059,0
UMTS,212,1,15102,78834,0,21.467529,42.466885,1000,1,1,1550152267,1550152267,0
UMTS,212,1,15107,201950,0,20.740702,42.217663,1000,1,1,1551306390,1551306390,0
LTE,212,10,12603,19796,0,7.428229,43.740143,1000,1,1,1555211669,1555211669,0
LTE,212,10,12603,18658,0,7.431002,43.746838,1000,1,1,1555211735,1555211735,0
LTE,212,10,12603,23317,0,7.431002,43.746838,1000,1,1,1555211799,1555211799,0
LTE,212,10,12603,23584,0,7.431002,43.746838,1000,1,1,1555211866,1555211866,0
LTE,212,10,12603,23841,0,7.431002,43.746838,1000,1,1,1555211925,1555211925,0
UMTS,212,10,12603,281255,0,7.431865,43.750061,1000,2,1,1555211945,1555211959,0
UMTS,212,10,12603,279375,0,7.432729,43.753284,1000,1,1,1555212090,1555212090,0
UMTS,212,10,12603,275954,0,7.428288,43.739918,1000,1,1,1555274578,1555274578,0
LTE,212,10,12603,23574,0,7.429178,43.743034,1000,1,1,1555277909,1555277909,0
UMTS,212,1,15107,201859,0,20.793266,42.274021,1000,1,1,1556868446,1556868446,0
UMTS,212,1,15107,201800,0,20.793266,42.274021,1000,1,1,1556868448,1556868448,0
LTE,212,1,30300,2767361,0,21.176847,42.654289,1000,1,1,1559203007,1559203007,0
LTE,212,1,107,1386499,0,20.40852,42.370224,1000,1,1,1568312512,1568312512,0
LTE,212,1,107,1391618,0,20.423128,42.362789,1000,1,1,1568364013,1568364013,0
LTE,212,1,107,1386498,0,20.423128,42.362789,1000,1,1,1568364109,1568364109,0
